start_date,end_date,friendly_date,duration,room_number
2024-01-07 15:03:27,2024-01-07 17:03:27,"Jan. 07, 3:03 - 5:03PM",120.0,032
2024-01-07 15:43:19,2024-01-07 17:43:19,"Jan. 07, 3:43 - 5:43PM",120.0,034
2024-01-07 17:00:00,2024-01-07 21:00:00,"Jan. 07, 5:00 - 9:00PM",240.0,209
2024-01-07 16:28:33,2024-01-07 18:28:33,"Jan. 07, 4:28 - 6:28PM",120.0,105
2024-01-07 17:24:00,2024-01-07 18:24:00,"Jan. 07, 5:24 - 6:24PM",60.0,104
2024-01-07 17:46:23,2024-01-07 19:46:23,"Jan. 07, 5:46 - 7:46PM",120.0,108
2024-01-07 18:01:57,2024-01-07 20:01:57,"Jan. 07, 6:01 - 8:01PM",120.0,106
2024-01-07 18:53:58,2024-01-07 20:53:58,"Jan. 07, 6:53 - 8:53PM",120.0,325
2024-01-07 19:06:00,2024-01-07 19:16:00,"Jan. 07, 7:06 - 7:16PM",10.0,102H
2024-01-07 19:34:15,2024-01-07 20:34:15,"Jan. 07, 7:34 - 8:34PM",60.0,105
2024-01-07 19:47:12,2024-01-07 21:47:12,"Jan. 07, 7:47 - 9:47PM",120.0,108
2024-01-07 19:50:41,2024-01-07 21:50:41,"Jan. 07, 7:50 - 9:50PM",120.0,210
2024-01-07 19:56:30,2024-01-07 21:56:30,"Jan. 07, 7:56 - 9:56PM",120.0,008
2024-01-07 21:04:56,2024-01-07 23:04:56,"Jan. 07, 9:04 - 11:04PM",120.0,104
2024-01-07 21:22:00,2024-01-07 21:32:00,"Jan. 07, 9:22 - 9:32PM",10.0,004
2024-01-07 21:28:40,2024-01-07 23:28:40,"Jan. 07, 9:28 - 11:28PM",120.0,325
2024-01-07 21:50:00,2024-01-08 01:50:00,"Jan. 07, 9:50 - Jan. 08, 1:50AM",240.0,004
2024-01-07 21:54:34,2024-01-07 22:24:34,"Jan. 07, 9:54 - 10:24PM",30.0,209
2024-01-08 15:30:00,2024-01-08 16:30:00,"Jan. 08, 3:30 - 4:30PM",60.0,227F
2024-01-08 15:00:00,2024-01-08 16:15:00,"Jan. 08, 3:00 - 4:15PM",75.0,103
2024-01-08 14:00:00,2024-01-08 15:15:00,"Jan. 08, 2:00 - 3:15PM",75.0,141
2024-01-08 09:00:00,2024-01-08 09:10:00,"Jan. 08, 9:00 - 9:10AM",10.0,210
2024-01-08 14:15:00,2024-01-08 16:15:00,"Jan. 08, 2:15 - 4:15PM",120.0,210
2024-01-08 14:15:00,2024-01-08 15:45:00,"Jan. 08, 2:15 - 3:45PM",90.0,010
2024-01-08 13:35:00,2024-01-08 17:35:00,"Jan. 08, 1:35 - 5:35PM",240.0,209
2024-01-08 17:30:00,2024-01-08 17:40:00,"Jan. 08, 5:30 - 5:40PM",10.0,326
2024-01-08 13:00:00,2024-01-08 16:00:00,"Jan. 08, 1:00 - 4:00PM",180.0,004
2024-01-08 11:00:00,2024-01-08 15:00:00,"Jan. 08, 11:00AM - 3:00PM",240.0,013
2024-01-08 14:40:00,2024-01-08 15:40:00,"Jan. 08, 2:40 - 3:40PM",60.0,109
2024-01-08 10:40:00,2024-01-08 11:40:00,"Jan. 08, 10:40 - 11:40AM",60.0,106
2024-01-08 19:45:00,2024-01-08 19:55:00,"Jan. 08, 7:45 - 7:55PM",10.0,004
2024-01-08 08:00:00,2024-01-08 08:10:00,"Jan. 08, 8:00 - 8:10AM",10.0,008
2024-01-08 17:30:00,2024-01-08 17:40:00,"Jan. 08, 5:30 - 5:40PM",10.0,006
2024-01-08 09:40:00,2024-01-08 13:00:00,"Jan. 08, 9:40AM - 1:00PM",200.0,007
2024-01-08 09:00:00,2024-01-08 09:10:00,"Jan. 08, 9:00 - 9:10AM",10.0,007
2024-01-08 13:00:00,2024-01-08 16:00:00,"Jan. 08, 1:00 - 4:00PM",180.0,007
2024-01-08 11:00:00,2024-01-08 11:10:00,"Jan. 08, 11:00 - 11:10AM",10.0,004
2024-01-08 20:00:00,2024-01-08 20:10:00,"Jan. 08, 8:00 - 8:10PM",10.0,005
2024-01-08 10:00:00,2024-01-08 10:10:00,"Jan. 08, 10:00 - 10:10AM",10.0,325
2024-01-08 14:30:00,2024-01-08 16:30:00,"Jan. 08, 2:30 - 4:30PM",120.0,012
2024-01-08 18:20:00,2024-01-08 20:50:00,"Jan. 08, 6:20 - 8:50PM",150.0,013
2024-01-08 14:20:00,2024-01-08 18:20:00,"Jan. 08, 2:20 - 6:20PM",240.0,008
2024-01-08 13:00:00,2024-01-08 17:00:00,"Jan. 08, 1:00 - 5:00PM",240.0,104
2024-01-08 11:00:00,2024-01-08 11:10:00,"Jan. 08, 11:00 - 11:10AM",10.0,104
2024-01-08 18:00:00,2024-01-08 18:10:00,"Jan. 08, 6:00 - 6:10PM",10.0,106
2024-01-08 10:00:00,2024-01-08 10:10:00,"Jan. 08, 10:00 - 10:10AM",10.0,108
2024-01-08 09:00:00,2024-01-08 13:00:00,"Jan. 08, 9:00AM - 1:00PM",240.0,326
2024-01-08 13:00:00,2024-01-08 17:00:00,"Jan. 08, 1:00 - 5:00PM",240.0,326
2024-01-08 19:00:00,2024-01-08 19:10:00,"Jan. 08, 7:00 - 7:10PM",10.0,324
2024-01-08 13:45:00,2024-01-08 13:55:00,"Jan. 08, 1:45 - 1:55PM",10.0,006
2024-01-08 13:00:00,2024-01-08 13:10:00,"Jan. 08, 1:00 - 1:10PM",10.0,009
2024-01-08 15:00:00,2024-01-08 19:00:00,"Jan. 08, 3:00 - 7:00PM",240.0,005
2024-01-08 16:00:00,2024-01-08 20:00:00,"Jan. 08, 4:00 - 8:00PM",240.0,105
2024-01-08 10:45:00,2024-01-08 14:45:00,"Jan. 08, 10:45AM - 2:45PM",240.0,032
2024-01-08 14:45:00,2024-01-08 18:45:00,"Jan. 08, 2:45 - 6:45PM",240.0,032
2024-01-08 09:00:00,2024-01-08 10:30:00,"Jan. 08, 9:00 - 10:30AM",90.0,011
2024-01-08 11:30:00,2024-01-08 14:00:00,"Jan. 08, 11:30AM - 2:00PM",150.0,011
2024-01-08 15:30:00,2024-01-08 18:30:00,"Jan. 08, 3:30 - 6:30PM",180.0,107
2024-01-08 11:00:00,2024-01-08 11:10:00,"Jan. 08, 11:00 - 11:10AM",10.0,033
2024-01-08 09:30:00,2024-01-08 13:30:00,"Jan. 08, 9:30AM - 1:30PM",240.0,105
2024-01-08 16:30:00,2024-01-08 19:00:00,"Jan. 08, 4:30 - 7:00PM",150.0,010
2024-01-08 09:00:00,2024-01-08 09:10:00,"Jan. 08, 9:00 - 9:10AM",10.0,006
2024-01-08 19:00:00,2024-01-08 19:10:00,"Jan. 08, 7:00 - 7:10PM",10.0,012
2024-01-08 10:30:00,2024-01-08 12:30:00,"Jan. 08, 10:30AM - 12:30PM",120.0,005
2024-01-08 12:30:00,2024-01-08 14:30:00,"Jan. 08, 12:30 - 2:30PM",120.0,102H
2024-01-08 12:00:00,2024-01-08 13:00:00,"Jan. 08, 12:00 - 1:00PM",60.0,108
2024-01-08 10:30:00,2024-01-08 10:40:00,"Jan. 08, 10:30 - 10:40AM",10.0,109
2024-01-08 11:00:00,2024-01-08 14:00:00,"Jan. 08, 11:00AM - 2:00PM",180.0,210
2024-01-08 14:00:00,2024-01-08 14:10:00,"Jan. 08, 2:00 - 2:10PM",10.0,325
2024-01-08 10:00:00,2024-01-08 10:10:00,"Jan. 08, 10:00 - 10:10AM",10.0,012
2024-01-08 14:00:00,2024-01-08 18:00:00,"Jan. 08, 2:00 - 6:00PM",240.0,324
2024-01-08 14:15:00,2024-01-08 14:45:00,"Jan. 08, 2:15 - 2:45PM",30.0,108
2024-01-08 09:30:00,2024-01-08 13:30:00,"Jan. 08, 9:30AM - 1:30PM",240.0,008
2024-01-08 13:00:00,2024-01-08 14:00:00,"Jan. 08, 1:00 - 2:00PM",60.0,107
2024-01-08 10:30:00,2024-01-08 12:30:00,"Jan. 08, 10:30AM - 12:30PM",120.0,209
2024-01-08 16:00:00,2024-01-08 17:00:00,"Jan. 08, 4:00 - 5:00PM",60.0,007
2024-01-08 07:45:00,2024-01-08 09:15:00,"Jan. 08, 7:45 - 9:15AM",90.0,010
2024-01-08 16:00:00,2024-01-08 20:00:00,"Jan. 08, 4:00 - 8:00PM",240.0,011
2024-01-08 13:40:00,2024-01-08 13:50:00,"Jan. 08, 1:40 - 1:50PM",10.0,034
2024-01-08 10:00:00,2024-01-08 10:10:00,"Jan. 08, 10:00 - 10:10AM",10.0,010
2024-01-08 11:40:00,2024-01-08 12:52:00,"Jan. 08, 11:40AM - 12:52PM",70.0,034
2024-01-08 08:45:00,2024-01-08 08:55:00,"Jan. 08, 8:45 - 8:55AM",10.0,324
2024-01-08 07:09:15,2024-01-08 09:09:15,"Jan. 08, 7:09 - 9:09AM",120.0,032
2024-01-08 07:42:17,2024-01-08 09:42:17,"Jan. 08, 7:42 - 9:42AM",120.0,013
2024-01-08 19:45:00,2024-01-08 23:45:00,"Jan. 08, 7:45 - 11:45PM",240.0,108
2024-01-08 09:45:00,2024-01-08 11:00:00,"Jan. 08, 9:45 - 11:00AM",75.0,013
2024-01-08 11:00:00,2024-01-08 13:45:00,"Jan. 08, 11:00AM - 1:45PM",165.0,006
2024-01-08 08:12:11,2024-01-08 10:12:11,"Jan. 08, 8:12 - 10:12AM",120.0,034
2024-01-08 14:00:00,2024-01-08 16:00:00,"Jan. 08, 2:00 - 4:00PM",120.0,011
2024-01-08 16:00:00,2024-01-08 17:00:00,"Jan. 08, 4:00 - 5:00PM",60.0,006
2024-01-08 08:19:55,2024-01-08 08:59:55,"Jan. 08, 8:19 - 8:59AM",40.0,210
2024-01-08 16:30:00,2024-01-08 18:30:00,"Jan. 08, 4:30 - 6:30PM",120.0,004
2024-01-08 08:30:38,2024-01-08 10:30:38,"Jan. 08, 8:30 - 10:30AM",120.0,033
2024-01-08 08:32:49,2024-01-08 10:32:49,"Jan. 08, 8:32 - 10:32AM",120.0,106
2024-01-08 09:15:00,2024-01-08 10:33:00,"Jan. 08, 9:15 - 10:33AM",80.0,104
2024-01-08 08:50:31,2024-01-08 09:59:00,"Jan. 08, 8:50 - 9:59AM",70.48333333333333,012
2024-01-08 09:00:18,2024-01-08 09:59:00,"Jan. 08, 9:00 - 9:59AM",60.7,108
2024-01-08 09:14:51,2024-01-08 10:29:51,"Jan. 08, 9:14 - 10:29AM",75.0,109
2024-01-08 10:20:00,2024-01-08 12:20:00,"Jan. 08, 10:20AM - 12:20PM",120.0,324
2024-01-08 09:15:21,2024-01-08 11:15:21,"Jan. 08, 9:15 - 11:15AM",120.0,303
2024-01-08 14:00:00,2024-01-08 14:10:00,"Jan. 08, 2:00 - 2:10PM",10.0,105
2024-01-08 09:17:48,2024-01-08 10:19:48,"Jan. 08, 9:17 - 10:19AM",60.0,324
2024-01-08 13:00:00,2024-01-08 14:15:00,"Jan. 08, 1:00 - 2:15PM",75.0,010
2024-01-08 09:33:52,2024-01-08 09:59:52,"Jan. 08, 9:33 - 9:59AM",25.0,010
2024-01-08 09:40:57,2024-01-08 11:40:57,"Jan. 08, 9:40 - 11:40AM",120.0,009
2024-01-08 12:00:00,2024-01-08 14:00:00,"Jan. 08, 12:00 - 2:00PM",120.0,012
2024-01-08 09:46:46,2024-01-08 10:46:46,"Jan. 08, 9:46 - 10:46AM",60.0,006
2024-01-08 09:47:36,2024-01-08 10:44:36,"Jan. 08, 9:47 - 10:44AM",55.0,032
2024-01-08 13:00:00,2024-01-08 13:30:00,"Jan. 08, 1:00 - 1:30PM",30.0,108
2024-01-08 13:00:00,2024-01-08 15:00:00,"Jan. 08, 1:00 - 3:00PM",120.0,005
2024-01-08 10:09:02,2024-01-08 10:59:00,"Jan. 08, 10:09 - 10:59AM",50.96666666666667,210
2024-01-08 20:30:00,2024-01-09 00:30:00,"Jan. 08, 8:30 - Jan. 09, 12:30AM",240.0,007
2024-01-08 10:27:00,2024-01-08 11:39:00,"Jan. 08, 10:27 - 11:39AM",70.0,034
2024-01-08 11:00:00,2024-01-08 12:00:00,"Jan. 08, 11:00AM - 12:00PM",60.0,103
2024-01-08 10:18:00,2024-01-08 12:18:00,"Jan. 08, 10:18AM - 12:18PM",120.0,010
2024-01-08 11:00:00,2024-01-08 12:00:00,"Jan. 08, 11:00AM - 12:00PM",60.0,141
2024-01-08 10:32:13,2024-01-08 11:59:00,"Jan. 08, 10:32 - 11:59AM",85.78333333333333,012
2024-01-08 20:00:00,2024-01-08 21:00:00,"Jan. 08, 8:00 - 9:00PM",60.0,303
2024-01-08 10:40:22,2024-01-08 11:29:00,"Jan. 08, 10:40 - 11:29AM",50.63333333333333,011
2024-01-08 12:45:00,2024-01-08 13:45:00,"Jan. 08, 12:45 - 1:45PM",60.0,325
2024-01-08 16:00:00,2024-01-08 19:00:00,"Jan. 08, 4:00 - 7:00PM",180.0,325
2024-01-08 12:00:00,2024-01-08 12:10:00,"Jan. 08, 12:00 - 12:10PM",10.0,102H
2024-01-08 11:20:00,2024-01-08 14:20:00,"Jan. 08, 11:20AM - 2:20PM",180.0,109
2024-01-08 14:45:00,2024-01-08 14:55:00,"Jan. 08, 2:45 - 2:55PM",10.0,108
2024-01-08 11:08:01,2024-01-08 11:19:00,"Jan. 08, 11:08 - 11:19AM",10.983333333333333,109
2024-01-08 11:11:53,2024-01-08 12:11:53,"Jan. 08, 11:11AM - 12:11PM",60.0,033
2024-01-08 12:00:00,2024-01-08 13:00:00,"Jan. 08, 12:00 - 1:00PM",60.0,104
2024-01-08 20:00:00,2024-01-08 22:00:00,"Jan. 08, 8:00 - 10:00PM",120.0,210
2024-01-08 11:51:05,2024-01-08 12:59:00,"Jan. 08, 11:51AM - 12:59PM",65.91666666666667,009
2024-01-08 14:25:00,2024-01-08 14:40:00,"Jan. 08, 2:25 - 2:40PM",15.0,109
2024-01-08 12:12:00,2024-01-08 19:12:00,"Jan. 08, 12:12 - 7:12PM",420.0,033
2024-01-08 11:54:44,2024-01-08 12:54:44,"Jan. 08, 11:54AM - 12:54PM",60.0,106
2024-01-08 12:03:00,2024-01-08 12:13:00,"Jan. 08, 12:03 - 12:13PM",10.0,004
2024-01-08 15:00:00,2024-01-08 16:00:00,"Jan. 08, 3:00 - 4:00PM",60.0,102H
2024-01-08 12:17:41,2024-01-08 12:59:41,"Jan. 08, 12:17 - 12:59PM",40.0,004
2024-01-08 14:00:00,2024-01-08 16:00:00,"Jan. 08, 2:00 - 4:00PM",120.0,304
2024-01-08 12:25:35,2024-01-08 12:59:35,"Jan. 08, 12:25 - 12:59PM",35.0,107
2024-01-08 13:00:00,2024-01-08 13:10:00,"Jan. 08, 1:00 - 1:10PM",10.0,303
2024-01-08 12:49:16,2024-01-08 12:59:00,"Jan. 08, 12:49 - 12:59PM",10.733333333333333,303
2024-01-08 15:00:00,2024-01-08 18:18:00,"Jan. 08, 3:00 - 6:18PM",200.0,013
2024-01-08 12:55:53,2024-01-08 13:59:53,"Jan. 08, 12:55 - 1:59PM",65.0,324
2024-01-08 12:56:37,2024-01-08 13:39:37,"Jan. 08, 12:56 - 1:39PM",45.0,034
2024-01-08 13:30:00,2024-01-08 14:20:00,"Jan. 08, 1:30 - 2:20PM",50.0,008
2024-01-08 17:30:00,2024-01-08 17:40:00,"Jan. 08, 5:30 - 5:40PM",10.0,009
2024-01-08 13:15:00,2024-01-08 14:45:00,"Jan. 08, 1:15 - 2:45PM",90.0,009
2024-01-08 18:30:00,2024-01-08 22:30:00,"Jan. 08, 6:30 - 10:30PM",240.0,104
2024-01-08 18:00:00,2024-01-08 19:00:00,"Jan. 08, 6:00 - 7:00PM",60.0,109
2024-01-08 19:30:00,2024-01-08 23:30:00,"Jan. 08, 7:30 - 11:30PM",240.0,032
2024-01-08 13:56:32,2024-01-08 14:14:00,"Jan. 08, 1:56 - 2:14PM",15.466666666666665,108
2024-01-08 14:00:51,2024-01-08 14:29:51,"Jan. 08, 2:00 - 2:29PM",30.0,012
2024-01-08 14:02:18,2024-01-08 14:14:00,"Jan. 08, 2:02 - 2:14PM",10.7,210
2024-01-08 19:00:00,2024-01-08 20:00:00,"Jan. 08, 7:00 - 8:00PM",60.0,008
2024-01-08 15:40:00,2024-01-08 15:50:00,"Jan. 08, 3:40 - 3:50PM",10.0,109
2024-01-08 14:09:38,2024-01-08 14:39:38,"Jan. 08, 2:09 - 2:39PM",30.0,034
2024-01-08 14:10:04,2024-01-08 15:59:00,"Jan. 08, 2:10 - 3:59PM",110.93333333333334,006
2024-01-08 14:12:16,2024-01-08 15:12:16,"Jan. 08, 2:12 - 3:12PM",60.0,107
2024-01-08 14:13:00,2024-01-08 16:00:00,"Jan. 08, 2:13 - 4:00PM",105.0,105
2024-01-08 19:00:00,2024-01-08 19:10:00,"Jan. 08, 7:00 - 7:10PM",10.0,109
2024-01-08 15:00:00,2024-01-08 17:00:00,"Jan. 08, 3:00 - 5:00PM",120.0,303
2024-01-08 14:24:43,2024-01-08 15:19:43,"Jan. 08, 2:24 - 3:19PM",55.0,325
2024-01-08 16:30:00,2024-01-08 16:40:00,"Jan. 08, 4:30 - 4:40PM",10.0,012
2024-01-08 14:42:19,2024-01-08 14:54:00,"Jan. 08, 2:42 - 2:54PM",10.683333333333334,106
2024-01-08 15:02:00,2024-01-08 17:02:00,"Jan. 08, 3:02 - 5:02PM",120.0,108
2024-01-08 15:29:00,2024-01-08 15:39:00,"Jan. 08, 3:29 - 3:39PM",10.0,325
2024-01-08 17:00:00,2024-01-08 17:10:00,"Jan. 08, 5:00 - 5:10PM",10.0,007
2024-01-08 17:40:00,2024-01-08 17:50:00,"Jan. 08, 5:40 - 5:50PM",10.0,209
2024-01-08 17:00:00,2024-01-08 17:10:00,"Jan. 08, 5:00 - 5:10PM",10.0,035
2024-01-08 15:46:28,2024-01-08 16:16:28,"Jan. 08, 3:46 - 4:16PM",30.0,010
2024-01-08 18:30:00,2024-01-08 18:40:00,"Jan. 08, 6:30 - 6:40PM",10.0,107
2024-01-08 16:00:48,2024-01-08 17:59:48,"Jan. 08, 4:00 - 5:59PM",120.0,109
2024-01-08 16:20:00,2024-01-08 18:20:00,"Jan. 08, 4:20 - 6:20PM",120.0,103
2024-01-08 16:39:46,2024-01-08 17:59:46,"Jan. 08, 4:39 - 5:59PM",80.0,106
2024-01-08 16:52:08,2024-01-08 18:52:08,"Jan. 08, 4:52 - 6:52PM",120.0,012
2024-01-08 17:09:31,2024-01-08 17:29:00,"Jan. 08, 5:09 - 5:29PM",20.483333333333334,006
2024-01-08 17:10:42,2024-01-08 19:10:42,"Jan. 08, 5:10 - 7:10PM",120.0,303
2024-01-08 17:12:00,2024-01-08 19:12:00,"Jan. 08, 5:12 - 7:12PM",120.0,007
2024-01-08 20:00:00,2024-01-09 00:00:00,"Jan. 08, 8:00 - Jan. 09, 12:00AM",240.0,008
2024-01-08 17:36:07,2024-01-08 18:29:00,"Jan. 08, 5:36 - 6:29PM",50.88333333333333,104
2024-01-08 17:42:34,2024-01-08 18:59:00,"Jan. 08, 5:42 - 6:59PM",75.43333333333334,108
2024-01-08 17:44:05,2024-01-08 19:44:05,"Jan. 08, 5:44 - 7:44PM",120.0,006
2024-01-08 18:15:00,2024-01-08 22:15:00,"Jan. 08, 6:15 - 10:15PM",240.0,209
2024-01-08 17:56:34,2024-01-08 18:14:34,"Jan. 08, 5:56 - 6:14PM",20.0,209
2024-01-08 22:15:00,2024-01-09 01:15:00,"Jan. 08, 10:15 - Jan. 09, 1:15AM",180.0,209
2024-01-08 18:10:00,2024-01-08 20:10:00,"Jan. 08, 6:10 - 8:10PM",120.0,009
2024-01-08 18:21:25,2024-01-08 20:21:25,"Jan. 08, 6:21 - 8:21PM",120.0,106
2024-01-08 18:29:04,2024-01-08 18:59:00,"Jan. 08, 6:29 - 6:59PM",30.933333333333337,008
2024-01-08 19:00:00,2024-01-08 23:00:00,"Jan. 08, 7:00 - 11:00PM",240.0,034
2024-01-08 18:52:00,2024-01-08 20:52:00,"Jan. 08, 6:52 - 8:52PM",120.0,107
2024-01-08 19:00:00,2024-01-08 20:00:00,"Jan. 08, 7:00 - 8:00PM",60.0,005
2024-01-08 19:00:12,2024-01-08 21:00:12,"Jan. 08, 7:00 - 9:00PM",120.0,010
2024-01-08 19:08:36,2024-01-08 19:44:36,"Jan. 08, 7:08 - 7:44PM",35.0,108
2024-01-08 19:20:49,2024-01-08 21:20:49,"Jan. 08, 7:20 - 9:20PM",120.0,326
2024-01-08 19:24:37,2024-01-08 21:24:37,"Jan. 08, 7:24 - 9:24PM",120.0,109
2024-01-08 19:53:22,2024-01-08 21:53:22,"Jan. 08, 7:53 - 9:53PM",120.0,304
2024-01-08 20:00:00,2024-01-08 20:10:00,"Jan. 08, 8:00 - 8:10PM",10.0,102H
2024-01-08 20:20:29,2024-01-08 22:20:29,"Jan. 08, 8:20 - 10:20PM",120.0,102H
2024-01-08 21:21:00,2024-01-08 23:21:00,"Jan. 08, 9:21 - 11:21PM",120.0,326
2024-01-08 20:24:56,2024-01-08 22:24:56,"Jan. 08, 8:24 - 10:24PM",120.0,105
2024-01-08 20:33:37,2024-01-08 22:33:37,"Jan. 08, 8:33 - 10:33PM",120.0,005
2024-01-08 20:53:35,2024-01-08 21:53:35,"Jan. 08, 8:53 - 9:53PM",60.0,107
2024-01-08 20:56:18,2024-01-08 22:56:18,"Jan. 08, 8:56 - 10:56PM",120.0,106
2024-01-08 21:09:51,2024-01-08 23:09:51,"Jan. 08, 9:09 - 11:09PM",120.0,009
2024-01-08 21:12:28,2024-01-08 23:12:28,"Jan. 08, 9:12 - 11:12PM",120.0,010
2024-01-08 21:13:50,2024-01-08 23:13:50,"Jan. 08, 9:13 - 11:13PM",120.0,004
2024-01-08 21:31:00,2024-01-08 21:41:00,"Jan. 08, 9:31 - 9:41PM",10.0,006
2024-01-08 23:29:00,2024-01-09 01:29:00,"Jan. 08, 11:29 - Jan. 09, 1:29AM",120.0,004
2024-01-09 09:15:00,2024-01-09 09:30:00,"Jan. 09, 9:15 - 9:30AM",15.0,131
2024-01-09 14:00:00,2024-01-09 15:30:00,"Jan. 09, 2:00 - 3:30PM",90.0,330D
2024-01-09 11:00:00,2024-01-09 12:30:00,"Jan. 09, 11:00AM - 12:30PM",90.0,103
2024-01-09 12:05:00,2024-01-09 14:05:00,"Jan. 09, 12:05 - 2:05PM",120.0,108
2024-01-09 10:00:00,2024-01-09 11:00:00,"Jan. 09, 10:00 - 11:00AM",60.0,035
2024-01-09 17:30:00,2024-01-09 17:40:00,"Jan. 09, 5:30 - 5:40PM",10.0,326
2024-01-09 12:30:00,2024-01-09 16:30:00,"Jan. 09, 12:30 - 4:30PM",240.0,004
2024-01-09 10:00:00,2024-01-09 10:10:00,"Jan. 09, 10:00 - 10:10AM",10.0,013
2024-01-09 11:10:00,2024-01-09 12:10:00,"Jan. 09, 11:10AM - 12:10PM",60.0,210
2024-01-09 07:00:00,2024-01-09 07:10:00,"Jan. 09, 7:00 - 7:10AM",10.0,324
2024-01-09 14:00:00,2024-01-09 18:00:00,"Jan. 09, 2:00 - 6:00PM",240.0,325
2024-01-09 10:00:00,2024-01-09 14:00:00,"Jan. 09, 10:00AM - 2:00PM",240.0,325
2024-01-09 08:30:00,2024-01-09 10:00:00,"Jan. 09, 8:30 - 10:00AM",90.0,009
2024-01-09 19:00:00,2024-01-09 19:10:00,"Jan. 09, 7:00 - 7:10PM",10.0,004
2024-01-09 11:00:00,2024-01-09 11:10:00,"Jan. 09, 11:00 - 11:10AM",10.0,324
2024-01-09 20:00:00,2024-01-09 20:10:00,"Jan. 09, 8:00 - 8:10PM",10.0,324
2024-01-09 09:00:00,2024-01-09 09:10:00,"Jan. 09, 9:00 - 9:10AM",10.0,007
2024-01-09 14:00:00,2024-01-09 18:00:00,"Jan. 09, 2:00 - 6:00PM",240.0,324
2024-01-09 12:00:00,2024-01-09 16:00:00,"Jan. 09, 12:00 - 4:00PM",240.0,032
2024-01-09 07:20:00,2024-01-09 11:20:00,"Jan. 09, 7:20 - 11:20AM",240.0,209
2024-01-09 14:20:00,2024-01-09 18:20:00,"Jan. 09, 2:20 - 6:20PM",240.0,008
2024-01-09 12:10:00,2024-01-09 16:10:00,"Jan. 09, 12:10 - 4:10PM",240.0,210
2024-01-09 16:00:00,2024-01-09 16:10:00,"Jan. 09, 4:00 - 4:10PM",10.0,013
2024-01-09 08:30:00,2024-01-09 08:40:00,"Jan. 09, 8:30 - 8:40AM",10.0,210
2024-01-09 16:30:00,2024-01-09 20:30:00,"Jan. 09, 4:30 - 8:30PM",240.0,210
2024-01-09 20:00:00,2024-01-09 23:30:00,"Jan. 09, 8:00 - 11:30PM",210.0,010
2024-01-09 19:30:00,2024-01-09 21:30:00,"Jan. 09, 7:30 - 9:30PM",120.0,005
2024-01-09 20:00:00,2024-01-10 00:00:00,"Jan. 09, 8:00 - Jan. 10, 12:00AM",240.0,325
