room_id,start_time,end_time,duration_minutes,status
105,2024-01-08T16:00:00,2024-01-08T20:00:00,240,completed
032,2024-01-08T10:45:00,2024-01-08T14:45:00,240,completed
032,2024-01-08T14:45:00,2024-01-08T18:45:00,240,completed
011,2024-01-08T09:00:00,2024-01-08T10:30:00,90,completed
011,2024-01-08T11:30:00,2024-01-08T14:00:00,150,completed
107,2024-01-08T15:30:00,2024-01-08T18:30:00,180,completed
033,2024-01-08T11:00:00,2024-01-08T11:10:00,10,completed
105,2024-01-08T09:30:00,2024-01-08T13:30:00,240,completed
010,2024-01-08T16:30:00,2024-01-08T19:00:00,150,completed
006,2024-01-08T09:00:00,2024-01-08T09:10:00,10,completed
012,2024-01-08T19:00:00,2024-01-08T19:10:00,10,completed
005,2024-01-08T10:30:00,2024-01-08T12:30:00,120,completed
102H,2024-01-08T12:30:00,2024-01-08T14:30:00,120,completed
108,2024-01-08T12:00:00,2024-01-08T13:00:00,60,completed
109,2024-01-08T10:30:00,2024-01-08T10:40:00,10,completed
210,2024-01-08T11:00:00,2024-01-08T14:00:00,180,completed
325,2024-01-08T14:00:00,2024-01-08T14:10:00,10,completed
012,2024-01-08T10:00:00,2024-01-08T10:10:00,10,completed
324,2024-01-08T14:00:00,2024-01-08T18:00:00,240,completed
108,2024-01-08T14:15:00,2024-01-08T14:45:00,30,completed
008,2024-01-08T09:30:00,2024-01-08T13:30:00,240,completed
107,2024-01-08T13:00:00,2024-01-08T14:00:00,60,completed
209,2024-01-08T10:30:00,2024-01-08T12:30:00,120,completed
007,2024-01-08T16:00:00,2024-01-08T17:00:00,60,completed
010,2024-01-08T07:45:00,2024-01-08T09:15:00,90,completed
011,2024-01-08T16:00:00,2024-01-08T20:00:00,240,completed
034,2024-01-08T13:40:00,2024-01-08T13:50:00,10,completed
010,2024-01-08T10:00:00,2024-01-08T10:10:00,10,completed
034,2024-01-08T11:40:00,2024-01-08T12:52:00,70,completed
324,2024-01-08T08:45:00,2024-01-08T08:55:00,10,completed
032,2024-01-08T07:09:15,2024-01-08T09:09:15,120,completed
013,2024-01-08T07:42:17,2024-01-08T09:42:17,120,completed
108,2024-01-08T19:45:00,2024-01-08T23:45:00,240,completed
013,2024-01-08T09:45:00,2024-01-08T11:00:00,75,completed
006,2024-01-08T11:00:00,2024-01-08T13:45:00,165,completed
034,2024-01-08T08:12:11,2024-01-08T10:12:11,120,completed
011,2024-01-08T14:00:00,2024-01-08T16:00:00,120,completed
006,2024-01-08T16:00:00,2024-01-08T17:00:00,60,completed
210,2024-01-08T08:19:55,2024-01-08T08:59:55,40,completed
004,2024-01-08T16:30:00,2024-01-08T18:30:00,120,completed
033,2024-01-08T08:30:38,2024-01-08T10:30:38,120,completed
106,2024-01-08T08:32:49,2024-01-08T10:32:49,120,completed
104,2024-01-08T09:15:00,2024-01-08T10:33:00,80,completed
012,2024-01-08T08:50:31,2024-01-08T09:59:00,70,completed
108,2024-01-08T09:00:18,2024-01-08T09:59:00,60,completed
109,2024-01-08T09:14:51,2024-01-08T10:29:51,75,completed
324,2024-01-08T10:20:00,2024-01-08T12:20:00,120,completed
303,2024-01-08T09:15:21,2024-01-08T11:15:21,120,completed
105,2024-01-08T14:00:00,2024-01-08T14:10:00,10,completed
324,2024-01-08T09:17:48,2024-01-08T10:19:48,60,completed
010,2024-01-08T13:00:00,2024-01-08T14:15:00,75,completed
010,2024-01-08T09:33:52,2024-01-08T09:59:52,25,completed
009,2024-01-08T09:40:57,2024-01-08T11:40:57,120,completed
012,2024-01-08T12:00:00,2024-01-08T14:00:00,120,completed
006,2024-01-08T09:46:46,2024-01-08T10:46:46,60,completed
032,2024-01-08T09:47:36,2024-01-08T10:44:36,55,completed
108,2024-01-08T13:00:00,2024-01-08T13:30:00,30,completed
005,2024-01-08T13:00:00,2024-01-08T15:00:00,120,completed
210,2024-01-08T10:09:02,2024-01-08T10:59:00,50,completed
007,2024-01-08T20:30:00,2024-01-09T00:30:00,240,completed
034,2024-01-08T10:27:00,2024-01-08T11:39:00,70,completed
103,2024-01-08T11:00:00,2024-01-08T12:00:00,60,completed
010,2024-01-08T10:18:00,2024-01-08T12:18:00,120,completed
141,2024-01-08T11:00:00,2024-01-08T12:00:00,60,completed
012,2024-01-08T10:32:13,2024-01-08T11:59:00,85,completed
303,2024-01-08T20:00:00,2024-01-08T21:00:00,60,completed
011,2024-01-08T10:40:22,2024-01-08T11:29:00,50,completed
325,2024-01-08T12:45:00,2024-01-08T13:45:00,60,completed
325,2024-01-08T16:00:00,2024-01-08T19:00:00,180,completed
102H,2024-01-08T12:00:00,2024-01-08T12:10:00,10,completed
109,2024-01-08T11:20:00,2024-01-08T14:20:00,180,completed
108,2024-01-08T14:45:00,2024-01-08T14:55:00,10,completed
109,2024-01-08T11:08:01,2024-01-08T11:19:00,10,completed
033,2024-01-08T11:11:53,2024-01-08T12:11:53,60,completed
104,2024-01-08T12:00:00,2024-01-08T13:00:00,60,completed
210,2024-01-08T20:00:00,2024-01-08T22:00:00,120,completed
009,2024-01-08T11:51:05,2024-01-08T12:59:00,65,completed
109,2024-01-08T14:25:00,2024-01-08T14:40:00,15,completed
033,2024-01-08T12:12:00,2024-01-08T19:12:00,420,completed
106,2024-01-08T11:54:44,2024-01-08T12:54:44,60,completed
004,2024-01-08T12:03:00,2024-01-08T12:13:00,10,completed
102H,2024-01-08T15:00:00,2024-01-08T16:00:00,60,completed
004,2024-01-08T12:17:41,2024-01-08T12:59:41,40,completed
304,2024-01-08T14:00:00,2024-01-08T16:00:00,120,completed
107,2024-01-08T12:25:35,2024-01-08T12:59:35,35,completed
303,2024-01-08T13:00:00,2024-01-08T13:10:00,10,completed
303,2024-01-08T12:49:16,2024-01-08T12:59:00,10,completed
013,2024-01-08T15:00:00,2024-01-08T18:18:00,200,completed
324,2024-01-08T12:55:53,2024-01-08T13:59:53,65,completed
034,2024-01-08T12:56:37,2024-01-08T13:39:37,45,completed
008,2024-01-08T13:30:00,2024-01-08T14:20:00,50,completed
009,2024-01-08T17:30:00,2024-01-08T17:40:00,10,completed
009,2024-01-08T13:15:00,2024-01-08T14:45:00,90,completed
104,2024-01-08T18:30:00,2024-01-08T22:30:00,240,completed
109,2024-01-08T18:00:00,2024-01-08T19:00:00,60,completed
032,2024-01-08T19:30:00,2024-01-08T23:30:00,240,completed
108,2024-01-08T13:56:32,2024-01-08T14:14:00,15,completed
012,2024-01-08T14:00:51,2024-01-08T14:29:51,30,completed
210,2024-01-08T14:02:18,2024-01-08T14:14:00,10,completed
008,2024-01-08T19:00:00,2024-01-08T20:00:00,60,completed
109,2024-01-08T15:40:00,2024-01-08T15:50:00,10,completed
034,2024-01-08T14:09:38,2024-01-08T14:39:38,30,completed
006,2024-01-08T14:10:04,2024-01-08T15:59:00,110,completed
107,2024-01-08T14:12:16,2024-01-08T15:12:16,60,completed
105,2024-01-08T14:13:00,2024-01-08T16:00:00,105,completed
109,2024-01-08T19:00:00,2024-01-08T19:10:00,10,completed
303,2024-01-08T15:00:00,2024-01-08T17:00:00,120,completed
325,2024-01-08T14:24:43,2024-01-08T15:19:43,55,completed
012,2024-01-08T16:30:00,2024-01-08T16:40:00,10,completed
106,2024-01-08T14:42:19,2024-01-08T14:54:00,10,completed
108,2024-01-08T15:02:00,2024-01-08T17:02:00,120,completed
325,2024-01-08T15:29:00,2024-01-08T15:39:00,10,completed
007,2024-01-08T17:00:00,2024-01-08T17:10:00,10,completed
209,2024-01-08T17:40:00,2024-01-08T17:50:00,10,completed
035,2024-01-08T17:00:00,2024-01-08T17:10:00,10,completed
010,2024-01-08T15:46:28,2024-01-08T16:16:28,30,completed
107,2024-01-08T18:30:00,2024-01-08T18:40:00,10,completed
109,2024-01-08T16:00:48,2024-01-08T17:59:48,120,completed
103,2024-01-08T16:20:00,2024-01-08T18:20:00,120,completed
106,2024-01-08T16:39:46,2024-01-08T17:59:46,80,completed
012,2024-01-08T16:52:08,2024-01-08T18:52:08,120,completed
006,2024-01-08T17:09:31,2024-01-08T17:29:00,20,completed
303,2024-01-08T17:10:42,2024-01-08T19:10:42,120,completed
007,2024-01-08T17:12:00,2024-01-08T19:12:00,120,completed
008,2024-01-08T20:00:00,2024-01-09T00:00:00,240,completed
104,2024-01-08T17:36:07,2024-01-08T18:29:00,50,completed
108,2024-01-08T17:42:34,2024-01-08T18:59:00,75,completed
006,2024-01-08T17:44:05,2024-01-08T19:44:05,120,completed
209,2024-01-08T18:15:00,2024-01-08T22:15:00,240,completed
209,2024-01-08T17:56:34,2024-01-08T18:14:34,20,completed
209,2024-01-08T22:15:00,2024-01-09T01:15:00,180,completed
009,2024-01-08T18:10:00,2024-01-08T20:10:00,120,completed
106,2024-01-08T18:21:25,2024-01-08T20:21:25,120,completed
008,2024-01-08T18:29:04,2024-01-08T18:59:00,30,completed
034,2024-01-08T19:00:00,2024-01-08T23:00:00,240,completed
107,2024-01-08T18:52:00,2024-01-08T20:52:00,120,completed
005,2024-01-08T19:00:00,2024-01-08T20:00:00,60,completed
010,2024-01-08T19:00:12,2024-01-08T21:00:12,120,completed
108,2024-01-08T19:08:36,2024-01-08T19:44:36,35,completed
326,2024-01-08T19:20:49,2024-01-08T21:20:49,120,completed
109,2024-01-08T19:24:37,2024-01-08T21:24:37,120,completed
304,2024-01-08T19:53:22,2024-01-08T21:53:22,120,completed
102H,2024-01-08T20:00:00,2024-01-08T20:10:00,10,completed
102H,2024-01-08T20:20:29,2024-01-08T22:20:29,120,completed
326,2024-01-08T21:21:00,2024-01-08T23:21:00,120,completed
105,2024-01-08T20:24:56,2024-01-08T22:24:56,120,completed
005,2024-01-08T20:33:37,2024-01-08T22:33:37,120,completed
107,2024-01-08T20:53:35,2024-01-08T21:53:35,60,completed
106,2024-01-08T20:56:18,2024-01-08T22:56:18,120,completed
009,2024-01-08T21:09:51,2024-01-08T23:09:51,120,completed
010,2024-01-08T21:12:28,2024-01-08T23:12:28,120,completed
004,2024-01-08T21:13:50,2024-01-08T23:13:50,120,completed
006,2024-01-08T21:31:00,2024-01-08T21:41:00,10,completed
004,2024-01-08T23:29:00,2024-01-09T01:29:00,120,completed
131,2024-01-09T09:15:00,2024-01-09T09:30:00,15,completed
330D,2024-01-09T14:00:00,2024-01-09T15:30:00,90,completed
103,2024-01-09T11:00:00,2024-01-09T12:30:00,90,completed
108,2024-01-09T12:05:00,2024-01-09T14:05:00,120,completed
035,2024-01-09T10:00:00,2024-01-09T11:00:00,60,completed
326,2024-01-09T17:30:00,2024-01-09T17:40:00,10,completed
004,2024-01-09T12:30:00,2024-01-09T16:30:00,240,completed
013,2024-01-09T10:00:00,2024-01-09T10:10:00,10,completed
210,2024-01-09T11:10:00,2024-01-09T12:10:00,60,completed
324,2024-01-09T07:00:00,2024-01-09T07:10:00,10,completed
325,2024-01-09T14:00:00,2024-01-09T18:00:00,240,completed
325,2024-01-09T10:00:00,2024-01-09T14:00:00,240,completed
009,2024-01-09T08:30:00,2024-01-09T10:00:00,90,completed
004,2024-01-09T19:00:00,2024-01-09T19:10:00,10,completed
324,2024-01-09T11:00:00,2024-01-09T11:10:00,10,completed
324,2024-01-09T20:00:00,2024-01-09T20:10:00,10,completed
007,2024-01-09T09:00:00,2024-01-09T09:10:00,10,completed
324,2024-01-09T14:00:00,2024-01-09T18:00:00,240,completed
032,2024-01-09T12:00:00,2024-01-09T16:00:00,240,completed
209,2024-01-09T07:20:00,2024-01-09T11:20:00,240,completed
008,2024-01-09T14:20:00,2024-01-09T18:20:00,240,completed
210,2024-01-09T12:10:00,2024-01-09T16:10:00,240,completed
013,2024-01-09T16:00:00,2024-01-09T16:10:00,10,completed
210,2024-01-09T08:30:00,2024-01-09T08:40:00,10,completed
210,2024-01-09T16:30:00,2024-01-09T20:30:00,240,completed
010,2024-01-09T20:00:00,2024-01-09T23:30:00,210,completed
005,2024-01-09T19:30:00,2024-01-09T21:30:00,120,completed
325,2024-01-09T20:00:00,2024-01-10T00:00:00,240,completed
107,2024-01-09T12:00:00,2024-01-09T14:00:00,120,completed
009,2024-01-09T14:00:00,2024-01-09T16:00:00,120,completed
032,2024-01-09T19:00:00,2024-01-09T19:10:00,10,completed
005,2024-01-09T13:00:00,2024-01-09T17:00:00,240,completed
006,2024-01-09T10:15:00,2024-01-09T14:15:00,240,completed
326,2024-01-09T09:00:00,2024-01-09T11:00:00,120,completed
105,2024-01-09T20:00:00,2024-01-09T22:00:00,120,completed
209,2024-01-09T13:00:00,2024-01-09T17:00:00,240,completed
011,2024-01-09T10:30:00,2024-01-09T13:30:00,180,completed
011,2024-01-09T13:30:00,2024-01-09T17:30:00,240,completed
106,2024-01-09T14:00:00,2024-01-09T14:10:00,10,completed
010,2024-01-09T12:00:00,2024-01-09T12:10:00,10,completed
105,2024-01-09T09:00:00,2024-01-09T10:00:00,60,completed
006,2024-01-09T16:15:00,2024-01-09T18:15:00,120,completed
034,2024-01-09T13:00:00,2024-01-09T17:00:00,240,completed
209,2024-01-09T19:00:00,2024-01-09T21:00:00,120,completed
108,2024-01-09T15:40:00,2024-01-09T15:50:00,10,completed
106,2024-01-09T09:00:00,2024-01-09T09:10:00,10,completed
104,2024-01-09T15:15:00,2024-01-09T19:15:00,240,completed
105,2024-01-09T14:00:00,2024-01-09T16:00:00,120,completed
104,2024-01-09T11:00:00,2024-01-09T15:00:00,240,completed
013,2024-01-09T18:00:00,2024-01-09T22:00:00,240,completed
013,2024-01-09T22:00:00,2024-01-10T00:00:00,120,completed
006,2024-01-09T19:00:00,2024-01-09T19:10:00,10,completed
324,2024-01-09T21:10:00,2024-01-10T01:10:00,240,completed
009,2024-01-09T12:00:00,2024-01-09T12:10:00,10,completed
008,2024-01-09T10:20:00,2024-01-09T11:20:00,60,completed
033,2024-01-09T10:00:00,2024-01-09T14:00:00,240,completed
104,2024-01-09T21:00:00,2024-01-09T21:10:00,10,completed
033,2024-01-09T20:30:00,2024-01-09T20:40:00,10,completed
010,2024-01-09T09:00:00,2024-01-09T09:10:00,10,completed
034,2024-01-09T19:30:00,2024-01-09T21:30:00,120,completed
107,2024-01-09T14:00:00,2024-01-09T14:10:00,10,completed
012,2024-01-09T12:30:00,2024-01-09T14:00:00,90,completed
104,2024-01-09T07:30:00,2024-01-09T07:40:00,10,completed
010,2024-01-09T14:30:00,2024-01-09T15:30:00,60,completed
007,2024-01-09T14:00:00,2024-01-09T15:38:00,100,completed
033,2024-01-09T15:00:00,2024-01-09T15:10:00,10,completed
004,2024-01-09T07:07:58,2024-01-09T09:07:58,120,completed
005,2024-01-09T09:00:00,2024-01-09T12:00:00,180,completed
006,2024-01-09T07:57:29,2024-01-09T09:57:29,120,completed
005,2024-01-09T07:58:27,2024-01-09T08:58:27,60,completed
034,2024-01-09T08:20:00,2024-01-09T12:20:00,240,completed
032,2024-01-09T08:05:11,2024-01-09T10:05:11,120,completed
012,2024-01-09T14:00:00,2024-01-09T18:00:00,240,completed
109,2024-01-09T16:00:00,2024-01-09T19:00:00,180,completed
033,2024-01-09T08:45:12,2024-01-09T09:59:00,75,completed
324,2024-01-09T08:53:53,2024-01-09T10:53:53,120,completed
104,2024-01-09T09:06:10,2024-01-09T09:36:10,30,completed
010,2024-01-09T09:11:58,2024-01-09T11:11:58,120,completed
106,2024-01-09T09:17:00,2024-01-09T11:17:00,120,completed
209,2024-01-09T12:00:00,2024-01-09T13:00:00,60,completed
007,2024-01-09T09:33:54,2024-01-09T11:33:54,120,completed
102H,2024-01-09T09:34:53,2024-01-09T10:34:53,60,completed
007,2024-01-09T11:34:00,2024-01-09T12:04:00,30,completed
106,2024-01-09T13:00:00,2024-01-09T14:00:00,60,completed
325,2024-01-09T09:41:02,2024-01-09T09:59:00,15,completed
108,2024-01-09T10:00:00,2024-01-09T12:00:00,120,completed
106,2024-01-09T11:17:00,2024-01-09T13:00:00,105,completed
107,2024-01-09T16:00:00,2024-01-09T20:00:00,240,completed
013,2024-01-09T14:00:00,2024-01-09T14:10:00,10,completed
004,2024-01-09T09:56:51,2024-01-09T11:56:51,120,completed
107,2024-01-09T09:59:00,2024-01-09T11:59:00,120,completed
007,2024-01-09T16:00:00,2024-01-09T16:10:00,10,completed
032,2024-01-09T10:07:24,2024-01-09T11:59:00,110,completed
109,2024-01-09T10:08:00,2024-01-09T11:38:00,90,completed
009,2024-01-09T10:15:00,2024-01-09T11:15:00,60,completed
012,2024-01-09T10:16:36,2024-01-09T12:16:36,120,completed
013,2024-01-09T10:20:00,2024-01-09T12:20:00,120,completed
104,2024-01-09T10:23:07,2024-01-09T10:59:00,35,completed
105,2024-01-09T16:00:00,2024-01-09T19:00:00,180,completed
303,2024-01-09T13:00:00,2024-01-09T13:10:00,10,completed
102H,2024-01-09T10:35:10,2024-01-09T11:05:10,30,completed
008,2024-01-09T11:20:00,2024-01-09T14:20:00,180,completed
303,2024-01-09T11:00:00,2024-01-09T13:00:00,120,completed
010,2024-01-09T15:30:00,2024-01-09T17:30:00,120,completed
009,2024-01-09T11:18:53,2024-01-09T11:59:53,40,completed
010,2024-01-09T11:28:29,2024-01-09T11:59:00,30,completed
007,2024-01-09T12:04:00,2024-01-09T14:00:00,115,completed
102H,2024-01-09T11:40:20,2024-01-09T13:40:20,120,completed
324,2024-01-09T11:43:00,2024-01-09T11:53:00,10,completed
324,2024-01-09T12:00:00,2024-01-09T12:10:00,10,completed
109,2024-01-09T12:00:00,2024-01-09T14:00:00,120,completed
005,2024-01-09T12:08:06,2024-01-09T12:59:00,50,completed
109,2024-01-09T14:00:00,2024-01-09T16:00:00,120,completed
013,2024-01-09T12:30:43,2024-01-09T13:30:43,60,completed
106,2024-01-09T19:00:00,2024-01-09T21:00:00,120,completed
006,2024-01-09T14:30:00,2024-01-09T16:10:00,100,completed
011,2024-01-09T18:00:00,2024-01-09T18:10:00,10,completed
032,2024-01-09T16:00:00,2024-01-09T16:10:00,10,completed
009,2024-01-09T13:00:00,2024-01-09T14:00:00,60,completed
010,2024-01-09T12:59:07,2024-01-09T13:59:07,60,completed
004,2024-01-09T16:30:00,2024-01-09T18:30:00,120,completed
304,2024-01-09T13:13:00,2024-01-09T13:23:00,10,completed
303,2024-01-09T13:13:00,2024-01-09T13:23:00,10,completed
324,2024-01-09T13:21:00,2024-01-09T13:51:00,30,completed
304,2024-01-09T13:25:00,2024-01-09T15:25:00,120,completed
013,2024-01-09T13:40:55,2024-01-09T13:59:55,20,completed
033,2024-01-09T14:00:00,2024-01-09T15:00:00,60,completed
102H,2024-01-09T13:52:02,2024-01-09T15:52:02,120,completed
103,2024-01-09T14:04:00,2024-01-09T15:04:00,60,completed
303,2024-01-09T14:07:00,2024-01-09T16:07:00,120,completed
010,2024-01-09T14:06:43,2024-01-09T14:29:43,25,completed
106,2024-01-09T14:13:00,2024-01-09T18:13:00,240,completed
107,2024-01-09T14:14:48,2024-01-09T15:59:48,105,completed
013,2024-01-09T14:16:00,2024-01-09T15:59:00,105,completed
108,2024-01-09T14:22:00,2024-01-09T15:32:00,70,completed
227F,2024-01-09T14:31:06,2024-01-09T16:31:06,120,completed
006,2024-01-09T21:00:00,2024-01-10T00:00:00,180,completed
008,2024-01-09T18:21:00,2024-01-09T22:21:00,240,completed
033,2024-01-09T15:17:39,2024-01-09T16:59:39,100,completed
141,2024-01-09T15:30:00,2024-01-09T17:00:00,90,completed
304,2024-01-09T15:34:00,2024-01-09T17:00:00,85,completed
005,2024-01-09T17:00:00,2024-01-09T17:10:00,10,completed
108,2024-01-09T15:52:26,2024-01-09T17:52:26,120,completed
010,2024-01-09T17:30:00,2024-01-09T18:30:00,60,completed
007,2024-01-09T16:11:00,2024-01-09T17:11:00,60,completed
013,2024-01-09T16:12:00,2024-01-09T17:42:00,90,completed
032,2024-01-09T16:12:00,2024-01-09T18:57:00,165,completed
303,2024-01-09T16:17:00,2024-01-09T18:17:00,120,completed
006,2024-01-09T18:15:00,2024-01-09T19:00:00,45,completed
103,2024-01-09T16:45:00,2024-01-09T17:30:00,45,completed
108,2024-01-09T18:00:00,2024-01-09T20:00:00,120,completed
005,2024-01-09T17:55:00,2024-01-09T18:25:00,30,completed
326,2024-01-09T17:17:08,2024-01-09T17:29:00,10,completed
324,2024-01-09T18:00:00,2024-01-09T20:00:00,120,completed
012,2024-01-09T18:00:00,2024-01-09T20:00:00,120,completed
033,2024-01-09T19:10:00,2024-01-09T20:30:00,80,completed
326,2024-01-09T17:44:48,2024-01-09T19:44:48,120,completed
034,2024-01-09T18:03:42,2024-01-09T19:29:42,85,completed
102H,2024-01-09T18:25:00,2024-01-09T20:25:00,120,completed
011,2024-01-09T18:17:00,2024-01-09T18:27:00,10,completed
106,2024-01-09T18:37:11,2024-01-09T18:59:00,20,completed
011,2024-01-09T18:49:00,2024-01-09T20:49:00,120,completed
007,2024-01-09T19:00:00,2024-01-09T21:00:00,120,completed
009,2024-01-09T20:00:00,2024-01-09T20:10:00,10,completed
009,2024-01-09T19:00:45,2024-01-09T19:59:45,60,completed
009,2024-01-09T21:00:00,2024-01-09T23:00:00,120,completed
032,2024-01-09T19:14:57,2024-01-09T21:14:57,120,completed
104,2024-01-09T19:29:00,2024-01-09T21:00:00,90,completed
006,2024-01-09T19:35:17,2024-01-09T20:59:00,85,completed
325,2024-01-09T19:36:21,2024-01-09T19:59:00,20,completed
326,2024-01-09T19:47:36,2024-01-09T20:47:36,60,completed
004,2024-01-09T20:00:00,2024-01-09T22:00:00,120,completed
102H,2024-01-09T20:26:00,2024-01-09T22:26:00,120,completed
324,2024-01-09T20:16:55,2024-01-09T21:09:55,55,completed
107,2024-01-09T20:28:15,2024-01-09T22:28:15,120,completed
108,2024-01-09T20:34:00,2024-01-09T22:34:00,120,completed
109,2024-01-09T20:59:49,2024-01-09T22:59:49,120,completed
210,2024-01-09T21:04:37,2024-01-09T22:04:37,60,completed
104,2024-01-09T21:13:54,2024-01-09T23:13:54,120,completed
326,2024-01-09T21:14:03,2024-01-09T23:14:03,120,completed
106,2024-01-09T21:21:35,2024-01-09T23:21:35,120,completed
004,2024-01-09T22:10:00,2024-01-10T01:10:00,180,completed
107,2024-01-09T22:28:24,2024-01-10T00:28:24,121,completed
008,2024-01-09T22:43:31,2024-01-10T00:43:31,121,completed
105,2024-01-09T23:15:29,2024-01-10T01:15:29,121,completed
206,2024-01-10T09:15:00,2024-01-10T11:35:00,140,completed
316,2024-01-10T15:00:00,2024-01-10T19:00:00,240,completed
327,2024-01-10T10:00:00,2024-01-10T14:00:00,240,completed
103,2024-01-10T14:00:00,2024-01-10T15:00:00,60,completed
210,2024-01-10T16:40:00,2024-01-10T18:40:00,120,completed
